dzr_sng_id,valence,arousal,artist_name,track_name,sp_track_id,sp_acousticness,sp_danceability,sp_duration_ms,sp_energy,sp_instrumentalness,sp_key,sp_liveness,sp_loudness,sp_mode,sp_speechiness,sp_tempo,sp_time_sig,sp_valence
3133745,1.0719011311700002,0.8468301807240001,Spice Girls,Something Kinda Funny,6qL8tweXFMqztcMwNB4r7y,0.00821,0.691,245027,0.587,0.138,4,0.071,-8.423,0,0.029,102.011,4,0.759
3133746,-1.33127276785,0.054026259965399996,Spice Girls,Naked,2QMa85sq03n0NhDAjQe5eQ,0.0857,0.544,265640,0.755,0.0417,0,0.0772,-9.09,0,0.0367,160.063,4,0.499
3133821,1.0719011311700002,0.8468301807240001,After 7,Ready Or Not,6AgDFWLbbAt2migXMbrhXT,0.0966,0.733,275827,0.566,0.0,8,0.074,-12.06,0,0.039,141.94,4,0.775
3133830,-1.9352498567900003,-0.655809808621,After 7,Nights Like This,6KYOzBfCt8uGxQrVG8UhcJ,0.174,0.707,242000,0.644,0.0,8,0.069,-7.017,1,0.0287,97.124,4,0.576
3133833,-0.74275894777,-1.3656458772100002,Mike And The Mechanics,The Living Years,5KnTfINZimBcMmBOwKCe1n,0.649,0.522,324267,0.457,0.0,8,0.0903,-10.415,1,0.0311,97.866,4,0.277
3133834,1.5412568207600001,1.70416465317,Mike And The Mechanics,Seeing Is Believing,4sPKNA1iYdckMQLK4VHHpb,0.0721,0.532,193093,0.905,6.76e-06,0,0.158,-9.645,1,0.0317,132.157,4,0.822
3133930,1.5412568207600001,1.70416465317,Ziggy Marley And The Melody Makers,Small People,0YuSt5vtP2a9i0ZE9P6jxY,0.0954,0.719,196427,0.53,0.0,11,0.145,-10.896,1,0.276,168.87,4,0.93
3134018,0.815392789182,0.662457175897,Janet Jackson,Go Deep,5I0a8OADAc28ENKYTNj0YU,0.0469,0.895,282027,0.645,0.0205,8,0.251,-3.76,0,0.0685,102.082,4,0.799
3134080,0.00766439314399,0.7915182792759999,Gary Moore,As The Years Go Passing By,56UsciEGCYrmCTSI3veuvC,0.356,0.402,464040,0.0982,0.194,5,0.358,-19.814,0,0.0401,141.54,3,0.191
3134155,1.1783248049700001,1.18331091453,Spice Girls,Spice Up Your Life,5qGwqO0lkbBXw4xNfzT7SF,0.0105,0.556,173667,0.993,0.0341,1,0.403,-5.067,1,0.0464,124.016,4,0.702
3134156,1.1783248049700001,1.18331091453,Spice Girls,Stop,3FteycP8CaXS1MhjcXekVT,0.287,0.722,204754,0.845,0.0,2,0.0561,-4.446,0,0.0308,130.13,4,0.965
3134157,0.722613176124,-0.0381602424484,Spice Girls,Too Much,1RQnYh2xw2BPpnzQFbO5r5,0.484,0.333,271933,0.631,0.0,2,0.332,-4.992,1,0.0461,80.14,4,0.342
3134158,0.815392789182,0.662457175897,Spice Girls,Saturday Night Divas,3M83cWfWcFXtkavdM8NuEZ,0.122,0.625,265893,0.675,0.000443,11,0.0307,-8.373,0,0.0598,168.722,4,0.578
3134159,0.815392789182,0.662457175897,Spice Girls,Never Give Up On The Good Times,6RQnRYot6B3TPZsMbbSJ20,0.00674,0.707,270200,0.905,0.0331,5,0.138,-5.534,0,0.0376,116.997,4,0.641
3134160,0.815392789182,0.662457175897,Spice Girls,Move Over,3P50dC4GwZYiToIXQGWIAC,0.0083,0.724,166533,0.934,9e-05,7,0.0782,-5.271,1,0.0887,104.027,4,0.857
3134161,0.897257153645,0.625582574931,Spice Girls,Do It,4oB9UvwZUkic3nWWZKULqs,0.0529,0.672,243995,0.859,0.0,11,0.31,-5.367,0,0.0352,98.736,4,0.804
3134162,0.815392789182,0.662457175897,Spice Girls,Denying,3RTHY1WOLAkXoDW9oh5Cgb,0.133,0.589,226960,0.702,0.0,6,0.0613,-6.702,1,0.0882,190.159,4,0.787
3134897,0.37332522108000005,-0.9231506656209999,Soul II Soul,Back To Life (However Do You Want Me),7ELuWpsuVCRBnOR9ZAZKDp,0.0673,0.819,232133,0.611,7.7e-05,7,0.0477,-7.428,1,0.129,101.001,4,0.653
3134929,-0.87283232686,-0.280918032135,Lene Marlin,Playing My Game,4nGtb81l04xfar9ZY08HuP,0.527,0.709,335773,0.292,0.214,11,0.049,-14.981,0,0.0333,120.024,4,0.388
3134932,-0.294324151319,-1.3041882089299999,Lene Marlin,The Way We Are,6G6fWC7sLVGJVmkpe5tPDD,0.627,0.75,242840,0.28,0.00153,10,0.135,-13.325,0,0.0321,125.991,4,0.242
3134934,-0.87283232686,-0.280918032135,Lene Marlin,Maybe I'll Go,3v6AKg8JNZiWGBaLUYS4nQ,0.785,0.613,279573,0.268,0.00189,9,0.13,-14.268,1,0.0314,122.19,4,0.212
3134935,0.5288675135600001,0.650933863095,Lene Marlin,Where I'm Headed,0DRJwSmnsMT8CCbbcze07Q,0.288,0.713,252360,0.774,3.33e-05,2,0.266,-6.151,1,0.0496,120.004,4,0.786
3134959,0.37332522108000005,-0.9231506656209999,Everything But The Girl,Blame,3IA3k4FssTIPk5o6wpvxg9,0.000422,0.592,378387,0.979,0.328,10,0.0953,-7.956,0,0.0638,171.979,4,0.962
3134960,0.37332522108000005,-0.9231506656209999,Everything But The Girl,Hatfield 1980,5Gp4j2lpkPE23NfXjnWzhF,0.0115,0.554,312587,0.584,0.614,7,0.282,-9.495,0,0.0392,190.032,4,0.2
3134965,-0.595948854166,-0.648434888428,Everything But The Girl,No Difference,0LGqXQHlPzYEHSNy6FGcbM,0.0542,0.525,266400,0.721,0.000461,4,0.732,-9.751,0,0.0653,179.989,4,0.513
3135028,0.37332522108000005,-0.9231506656209999,The Chemical Brothers,Out Of Control,7nIxmdgXEqb7TDMFUc8Erk,0.0169,0.497,224700,0.629,0.031,11,0.114,-10.433,1,0.0389,115.671,4,0.24
3135032,0.37332522108000005,-0.9231506656209999,The Chemical Brothers,Asleep From Day,4BITFC4lrPVAUfwxYuak7v,0.581,0.515,287227,0.574,0.575,4,0.185,-9.8,1,0.028,136.993,4,0.274
3135078,-1.04019947199,-0.06581619317250001,Bryan Ferry,Don't Stop The Dance (1999 Digital Remaster),NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
3135440,-0.308877816114,-0.10269079413799999,A Perfect Circle,Magdalena,47HJ7biEuVZxoPkauczu2R,0.000238,0.586,246067,0.603,0.893,6,0.2,-7.152,1,0.0254,102.366,4,0.212
3135441,-1.3403688083499998,-0.36542232601700003,A Perfect Circle,Rose,2s8e50CKIAHOQLVCDXuBhO,0.00601,0.499,205973,0.665,0.288,11,0.116,-8.652,1,0.0445,119.83,3,0.188
3135443,-0.330708313304,-0.0965450273074,A Perfect Circle,Orestes,6YUKAH1icwkA3U7fVp3amo,0.00048,0.456,288360,0.848,0.0404,6,0.0844,-6.382,0,0.034,147.912,3,0.3
3135445,-1.4877246643900002,-0.36081300089699997,A Perfect Circle,Sleeping Beauty,0cGPyglLMBrf7fvrD3uPBd,0.000258,0.415,250827,0.742,0.703,6,0.122,-5.756,1,0.0347,117.812,4,0.558
3135518,-1.05657234488,0.736206377828,Richard Ashcroft,A Song For The Lovers,7a90gal9tr3yS8bEXUvu8D,0.0397,0.389,326160,0.923,0.00105,9,0.114,-6.668,0,0.0475,154.127,4,0.49
3135519,-1.38402980273,-0.58666993181,Richard Ashcroft,I Get My Beat,2ns4itJdB1ioKArT9BUDCe,0.0948,0.496,362867,0.637,0.000445,7,0.102,-8.346,1,0.0239,92.314,4,0.369
3135520,0.678952181743,-2.33360415255,Richard Ashcroft,Brave New World,1mPWfqSzbnEMopbzeOojfB,0.0621,0.472,359440,0.569,0.0334,7,0.0954,-8.178,1,0.0273,138.415,4,0.359
3135522,-0.136962650741,-1.0890863699700002,Richard Ashcroft,You On My Mind In My Sleep,5eJScIDb4qTBS5c5FKnHTf,0.00714,0.379,306440,0.567,0.0221,2,0.0835,-8.674,1,0.0279,142.452,4,0.455
3135523,0.815392789182,0.662457175897,Richard Ashcroft,Crazy World,6q6V2sWXoSIyhD4gQWYq2q,0.005,0.537,297400,0.886,3.81e-05,0,0.272,-6.35,1,0.0311,124.332,4,0.729
3135524,0.678952181743,-2.33360415255,Richard Ashcroft,On A Beach,1MMZupeQB1yzRMVZCsFSDC,0.166,0.424,309627,0.583,0.223,7,0.307,-8.029,1,0.0282,72.275,4,0.191
3135525,0.595268609182,1.0250574187200001,Richard Ashcroft,Money To Burn,7tlsXiBafFOPIzc2bCfAY2,0.0286,0.46,375000,0.904,0.0011,0,0.288,-7.066,1,0.0388,170.433,4,0.682
3135527,0.595268609182,1.0250574187200001,Richard Ashcroft,C'mon People (We're Making It Now),0el3oEi0JhpxGiaovdaeny,0.0443,0.515,303133,0.906,0.00224,0,0.131,-6.6,1,0.0317,115.331,4,0.73
3135555,0.9504689905470001,0.572575336043,Daft Punk,Digital Love,2VEZx7NWsZ1D0eJ4uv5Fym,0.0481,0.644,301373,0.664,0.862,9,0.342,-8.398,1,0.0333,124.726,4,0.53
3135561,-0.317973856612,-0.399224043572,Daft Punk,Something About Us,1NeLwFETswx8Fzxl2AFl91,0.44,0.875,232667,0.475,0.72,9,0.046,-12.673,0,0.0986,99.958,4,0.384
3135565,0.5943590051309999,-0.13034674486199999,Daft Punk,Face To Face,7v9Q0dAb9t7h8gJOkcJHay,0.00135,0.874,240173,0.437,0.0296,1,0.0293,-10.234,0,0.0706,117.79,4,0.963
3135566,0.37332522108000005,-0.9231506656209999,Daft Punk,Too Long,3zMvotMEQK3xvH01vA9wAP,0.00212,0.691,600293,0.582,0.0,5,0.177,-10.165,0,0.301,127.02,4,0.512
3135629,0.815392789182,0.662457175897,Billie Piper,Walk Of Life,1fWsMu1KBzvITRVX3lC4TU,0.528,0.557,229493,0.93,2.69e-06,2,0.217,-3.197,1,0.0761,92.063,4,0.665
3135636,1.0719011311700002,0.8468301807240001,Billie Piper,Because Of You,6nEfrrPkOsxnkTdmoi0MWw,0.156,0.686,216921,0.803,0.31,5,0.289,-4.615,0,0.0321,97.035,4,0.845
3135638,0.37332522108000005,-0.9231506656209999,Billie Piper,Misfocusing,6fp3Nubg2fuT6cbeRCpLJI,0.269,0.601,243867,0.723,1.04e-06,0,0.0789,-5.695,1,0.0835,171.863,4,0.716
3135697,-1.83974143158,0.339804417448,Spice Girls,Tell Me Why,0r5d5LmhLQwJVEw0kTEExp,0.0287,0.829,254667,0.764,3.29e-06,5,0.0512,-3.776,0,0.0431,104.0,4,0.919
3135701,0.37332522108000005,-0.9231506656209999,Spice Girls,Wasting My Time,1SDaGaHrcH7hDdZwzXHslN,0.009,0.798,254773,0.751,0.0,5,0.186,-4.569,0,0.0486,106.009,4,0.809
3135704,0.815392789182,0.662457175897,Spice Girls,If You Wanna Have Some Fun,1tMHxkwWMUfh0HyMiRAY4I,0.253,0.709,326827,0.872,0.0106,7,0.287,-2.316,0,0.0443,104.099,4,0.858
3135706,-0.780962317853,-0.789480237121,Spice Girls,Goodbye,6ZNw9Cnc85OeHZrjMAZJfY,0.0846,0.552,275427,0.694,0.0,4,0.117,-4.489,1,0.026,136.019,4,0.359
3135835,0.979121518109,0.588707973965,XTC,Wrapped In Grey,53GopmHHZrD5k3lSVK9GYs,0.186,0.525,226307,0.393,0.0,2,0.315,-8.763,1,0.027,113.256,3,0.114
3136054,-0.010072885823100002,-0.701903059828,Switchfoot,Only Hope,6pwhSBxhaF5x0WbNZRyzlD,0.328,0.519,253107,0.326,0.194,11,0.118,-11.803,0,0.0252,82.479,1,0.244
3136070,-0.45214045392499996,0.0563309225258,Switchfoot,Learning To Breathe,3rQvHJ2K1g9tnIcL51eEWE,0.000374,0.524,275467,0.912,0.0424,7,0.302,-3.755,1,0.0315,155.921,4,0.499
3136549,0.815392789182,0.662457175897,Supergrass,G-Song,7Klaee4PufpjLfGRtDHjjo,0.000965,0.382,207507,0.754,0.5,7,0.203,-7.862,0,0.035,83.658,4,0.51
3136550,1.3993585890200002,1.39533987009,Supergrass,Sun Hits The Sky,0PwvdHDzuSdMaqjHDaOoU2,4.08e-05,0.374,291370,0.842,0.565,7,0.118,-12.169,0,0.045,150.484,4,0.352
3136643,-0.63451606587,0.041734726313300004,America,The Last Unicorn,59uopHNpuKcozG1GQlZOiY,0.304,0.45,189467,0.422,0.0,0,0.111,-10.922,0,0.0296,96.823,4,0.196
3136908,0.253257486534,1.02659386043,Talk Talk,Happiness Is Easy,3wowK80ug94yqlI86A9Ej9,0.0214,0.699,390693,0.407,0.0694,5,0.0393,-12.58,0,0.0548,106.948,4,0.922
3137680,1.5412568207600001,1.70416465317,Morningwood,Televisor,1PqroJPhyGfHWXOpFzk1eD,0.000436,0.481,217333,0.943,0.654,5,0.0949,-3.087,1,0.0897,168.19,4,0.455
3137682,-0.513538727272,0.307539141603,Morningwood,Jetsetter,3iy2kTVY9v9R43UztoWuNU,0.002,0.454,234507,0.948,0.000109,4,0.179,-2.927,1,0.0665,138.278,4,0.401
3137689,0.678952181743,-2.33360415255,Morningwood,Ride The Lights,4YltkUJ82ydZf9bH0xAzrb,0.0823,0.689,246560,0.772,0.0537,11,0.0806,-4.705,1,0.0229,98.085,4,0.376
3137692,-0.33343712545299997,-0.494483429397,K-OS,Man I Used To Be,6tIEl9LycNtmpe6X5TbHLh,0.14,0.524,304373,0.496,0.0,5,0.159,-8.719,1,0.513,207.464,4,0.681
3137988,-0.308877816114,-0.10269079413799999,A Perfect Circle,Annihilation,17BtVZdPhDz0dKfB2UNFM5,0.567,0.611,133933,0.633,0.158,7,0.282,-11.987,1,0.0827,127.643,3,0.547
3137989,-1.00433508375,-0.5991809571369999,A Perfect Circle,Imagine,34tYgJ1vX0sRpjm4teNWVe,0.127,0.537,288000,0.495,0.00441,8,0.109,-6.188,1,0.0256,73.012,4,0.154
3137990,-0.914674113143,-0.227142572397,A Perfect Circle,Peace Love and Understanding,1glxD5gY6ec3pmm5YgBcCR,0.0617,0.64,303213,0.813,0.0462,9,0.27,-9.034,0,0.0331,123.977,4,0.485
3137991,0.678952181743,-2.33360415255,A Perfect Circle,What's Going On,1au1pPMHY9avx43cDT4XXa,0.281,0.44,293720,0.771,0.153,1,0.108,-9.88,0,0.0499,82.816,4,0.153
3137996,-1.12206383645,-0.379250301379,A Perfect Circle,Let's Have A War,1Wd7DTrQCKQ8LSs5IlJSDE,0.00268,0.524,208147,0.904,0.464,6,0.283,-7.614,0,0.0447,154.855,4,0.393
3137999,-0.356177226695,-1.08447704485,A Perfect Circle,Fiddle And The Drum,6ld3GvsNCSzsomJWzizxA1,0.801,0.399,186267,0.0877,0.0,8,0.109,-17.084,1,0.117,118.695,4,0.104
3138042,0.37332522108000005,-0.9231506656209999,Dirty Vegas,Closer,0euWKHTjEvW1QBNarmK3aO,0.136,0.483,210907,0.572,2.8e-06,2,0.114,-6.715,1,0.0302,139.853,4,0.224
3138043,0.37332522108000005,-0.9231506656209999,Dirty Vegas,A Million Ways,49dpDE58fXfz1Tsnht51ci,0.0199,0.604,309400,0.9,0.000169,9,0.0975,-3.925,1,0.0368,127.963,4,0.274
3138045,0.37332522108000005,-0.9231506656209999,Dirty Vegas,In This Life,4gYlQV7T8LoEXwkpfu7BO4,0.0876,0.535,302907,0.845,0.000323,9,0.149,-5.642,0,0.0341,114.995,4,0.224
3138180,0.678952181743,-2.33360415255,Turin Brakes,Above The Clouds,5tXuage9KFmbmBQeK89Xjy,0.67,0.603,227323,0.492,0.0,7,0.4,-8.158,1,0.0289,116.97,4,0.428
3138374,1.1783248049700001,1.18331091453,Doves,Black And White Town,6gkgXsymOQxsxGVbG1iXbv,0.000382,0.375,255693,0.843,0.00181,1,0.0951,-4.982,1,0.0342,172.167,4,0.228
3138375,-0.265216821734,0.0148469964396,Doves,Almost Forgot Myself,37lNkrCrVmhBjQXHWMVgfx,0.0678,0.514,282747,0.625,0.33,6,0.114,-7.89,0,0.0311,119.616,4,0.756
3138376,0.871333438232,0.45503754546499997,Doves,Snowden,1m296ZRm6zH1oS2LbsSkh9,0.000808,0.228,252200,0.827,0.00354,7,0.1,-6.332,1,0.0348,127.593,4,0.308
3138377,0.427901464056,-0.697293734707,Doves,The Storm,7dkRsxuivysQqhdeGcr5O3,0.0659,0.0968,292907,0.435,0.243,6,0.132,-10.397,1,0.0322,69.937,4,0.132
3138379,-1.05657234488,0.736206377828,Doves,One Of These Days,31LWDMP0KljLlPJMUMGQT9,0.00501,0.435,290827,0.68,0.244,9,0.146,-6.453,1,0.0282,118.355,4,0.268
3138380,0.37332522108000005,-0.9231506656209999,Doves,Someday Soon,5ysTRqXT1jkI2gaqHQT2Si,0.37,0.297,248653,0.459,0.00405,1,0.36,-10.729,0,0.0313,118.349,4,0.0675
3138438,1.2574603572799998,2.5338431749,Anouk,Girl,5zhee6Apgg8QqeJObO4k1d,0.00753,0.672,210733,0.803,0.0,4,0.0597,-4.693,1,0.0285,136.007,4,0.794
3138442,-1.08840848661,-0.0335509173277,Anouk,Lost,3DDeQ8TedL00TiIV5NmFrn,0.222,0.518,222400,0.254,0.000858,7,0.136,-10.377,1,0.0281,89.911,3,0.136
3138445,1.0719011311700002,0.8468301807240001,Anouk,Our Own Love,795Eb45Skdq8lOQd2RPCqw,0.191,0.429,214267,0.412,3.67e-06,10,0.0985,-8.48,1,0.0311,114.656,4,0.287
3138447,-1.4877246643900002,-0.36081300089699997,Anouk,One Word,4ZGfL4rKgXgelNgYHFaJoI,0.104,0.619,242907,0.568,1.87e-05,6,0.108,-8.472,1,0.0299,92.002,4,0.339
3138555,-1.72786013348,-1.10752367045,As Cities Burn,The Widow,01PhzvlTMI5zmGkpswxHRQ,0.108,0.269,231320,0.587,3.39e-06,3,0.615,-8.603,1,0.0358,107.769,4,0.257
3138580,0.722613176124,-0.0381602424484,Keren Ann,Nolita,6tz0QRkMKADApTnPZQsHSj,0.863,0.613,210373,0.358,0.903,1,0.0915,-14.519,1,0.0326,130.1,4,0.41
3138584,-1.4877246643900002,-0.36081300089699997,Keren Ann,For You And I,7mZqpphVn9t97nYmaBVdRK,0.693,0.708,226493,0.219,0.165,1,0.129,-10.436,1,0.0299,84.07,4,0.519
3138734,-1.9352498567900003,-0.655809808621,Morrissey,I Know Very Well How I Got My Name,1EkqIvj76j3EtLgazl5WuJ,0.911,0.608,122400,0.111,0.00187,2,0.107,-22.261,1,0.0307,97.007,4,0.282
3139262,1.29930214357,1.35692882741,Tristan Prettyman,Hello,0TWdIoUTRJMbY27VqeHyW7,0.225,0.738,205187,0.581,0.0,2,0.0622,-7.999,1,0.0266,146.872,4,0.902
3139263,0.909991610338,0.48115705448,Tristan Prettyman,Echo,1rDQEW2VwsizmFEawoF9DI,0.357,0.685,218027,0.672,0.0,7,0.127,-6.95,1,0.0312,97.966,4,0.796
3139264,-1.4004026756299999,1.03581251067,Tristan Prettyman,California Girl,4uxlo7CKi2zBCY9uoLYebx,0.0814,0.621,237707,0.435,0.0011,0,0.11,-10.248,1,0.0263,85.742,4,0.579
3139266,-0.67817706025,0.542614722759,Tristan Prettyman,Blindfold,7pmy8q4dYoIc8IVmKw1Oxb,0.521,0.698,238280,0.19,0.00182,7,0.098,-14.589,1,0.034,138.915,3,0.427
3139268,0.37332522108000005,-0.9231506656209999,Tristan Prettyman,War Out Of Peace,0VFLfeSkGM0JVHwIx5tplF,0.0557,0.686,229387,0.573,0.0,5,0.102,-7.875,1,0.0309,119.956,4,0.737
3139269,-0.248843948841,-0.305501099448,Tristan Prettyman,You Got Me,7eU5fwUl07cl7eii6uUX4x,0.54,0.595,204213,0.592,0.0,7,0.277,-6.331,1,0.0313,92.066,4,0.558
3139273,-0.29523375536999996,-1.07064906948,Tristan Prettyman,In Bloom,4QOlo6fo1BOpv8HEavoIhs,0.817,0.323,226893,0.143,3.56e-06,4,0.0925,-12.5,0,0.0337,88.247,5,0.0877
3139358,0.815392789182,0.662457175897,The Thrills,Say It Ain't So,26CxprBH4IbqsVtzZw5GHS,1.02e-05,0.489,164333,0.95,0.0124,10,0.103,-3.812,1,0.0457,106.839,4,0.645
3139368,-0.752764592313,0.0678542353275,Switchfoot,Let That Be Enough,7i0xFNjlXF6hOEtMbjpqFU,0.646,0.627,158707,0.238,0.00155,4,0.1,-12.136,1,0.0299,130.735,4,0.498
3139371,-0.869648712688,0.22457128943100002,Switchfoot,Amy's Song,57cSdErjmcr3rrl25YJv0e,0.0551,0.646,270095,0.574,0.00324,2,0.0888,-8.894,1,0.0315,148.028,4,0.408
3139380,0.37332522108000005,-0.9231506656209999,Switchfoot,Playing For Keeps,25XhL8PvT99El11tgHq7ju,0.0548,0.474,224133,0.808,0.000246,4,0.162,-3.612,1,0.0452,79.97,4,0.551
3139383,-1.1711824551299999,1.4368237961700001,Switchfoot,Erosion,2ioH5Ps1tYk6gPTQCONOsU,0.287,0.47,202533,0.803,4.65e-06,11,0.186,-4.585,0,0.0492,122.122,4,0.619
3139894,-1.9352498567900003,-0.655809808621,Copeland,What Do I Know?,39razMpkw0W8e4DpCue5Et,0.103,0.514,223373,0.471,0.000496,2,0.237,-8.507,1,0.0241,81.005,4,0.402
3139895,0.37332522108000005,-0.9231506656209999,Copeland,Not So Tough Found Out,0gnCxMPa1JMchILkyzOA8T,0.386,0.585,629787,0.32,0.267,0,0.0789,-14.254,1,0.037,148.01,3,0.119
3140140,0.8754266564550001,-0.743386985914,Billy Idol,Don't Need A Gun (2001 Digital Remaster),NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
3140369,1.29566372737,1.3769025696000001,Samuel E Wright,Under The Sea,6oYkwjI1TKP9D0Y9II1GT7,0.708,0.511,195147,0.475,0.0,10,0.105,-14.667,1,0.161,98.957,4,0.819
3140545,-0.33343712545299997,-0.494483429397,Simple Minds,Let It All Come Down,5eWK6ka9qBqhbXrK9WZj7Y,0.108,0.328,296653,0.456,0.396,8,0.0897,-10.647,1,0.028,80.394,4,0.0667
3140666,0.37332522108000005,-0.9231506656209999,Seth Lakeman,I'll Haunt You,1vydQc8YGjoQ5blJyTKUT7,0.377,0.46,235867,0.824,0.0,7,0.314,-5.869,1,0.0403,83.52,4,0.832
3140869,-0.5653861580990001,-0.10883656096899999,Marillion,Jigsaw,5hmWLIMum00Tmei97hIY1a,0.0366,0.565,406573,0.25,1.65e-05,11,0.0652,-12.217,1,0.0331,113.363,4,0.0943
3141223,1.0719011311700002,0.8468301807240001,Eliane Elias,The Girl From Ipanema,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
3141646,-0.914674113143,-0.227142572397,Sigur Rós,All alright,7lxfLncDJTc41lgauSM9nM,0.959,0.319,377567,0.0319,0.583,2,0.134,-19.446,1,0.0452,132.376,5,0.0812
3141718,0.957291020918,0.390506993776,the bird and the bee,My Love,1Y0iQblBDaw2qMutZqGoUH,0.157,0.69,225707,0.523,0.00149,0,0.131,-8.203,1,0.08,142.034,4,0.625
3141719,0.815392789182,0.662457175897,the bird and the bee,Diamond Dave,1h8zae131f15DR3nGq1G28,0.0554,0.613,194307,0.794,5.65e-05,10,0.183,-7.957,0,0.0414,157.024,4,0.613
3141720,0.37332522108000005,-0.9231506656209999,the bird and the bee,What's In The Middle,6wz6gXZxIsPSHTvp2yfl3c,0.0297,0.671,201293,0.787,0.175,4,0.671,-8.46,1,0.0337,114.004,4,0.925
3141721,0.37332522108000005,-0.9231506656209999,the bird and the bee,Ray Gun,65hzDZbjAZpJZZf3diITpP,0.151,0.677,234827,0.609,0.00284,4,0.0886,-7.463,0,0.0267,113.971,4,0.594
3141722,1.19742649001,1.61658747588,the bird and the bee,Love Letter To Japan,6BPH36SnzhPIYxOYVchQQR,0.159,0.771,247040,0.693,1.24e-06,6,0.0935,-10.425,1,0.0359,120.073,4,0.749
3141723,0.37332522108000005,-0.9231506656209999,the bird and the bee,Meteor,1gvKxkEkqfJg7CucINFmJJ,0.494,0.563,201187,0.651,0.0114,6,0.105,-9.988,0,0.0324,134.02,4,0.577
3141724,0.37332522108000005,-0.9231506656209999,the bird and the bee,Baby,7MYYQhuioEWoCC7zqiUkDa,0.714,0.359,229667,0.359,5.36e-05,7,0.112,-12.785,1,0.0381,126.9,4,0.0737
3141727,0.37332522108000005,-0.9231506656209999,the bird and the bee,You're A Cad,6iclmondrvCYR8eWOsr1Rd,0.476,0.702,189653,0.717,0.000222,9,0.124,-8.741,1,0.0747,93.021,4,0.695
3141728,-0.34162356189900006,-0.0934721438967,the bird and the bee,Witch,65hzDZbjAZpJZZf3diITpP,0.151,0.677,234827,0.609,0.00284,4,0.0886,-7.463,0,0.0267,113.971,4,0.594
3141730,-0.574482198597,-0.08425349365530001,the bird and the bee,Lifespan Of A Fly,6yqDQLja1QfCoOqm0VQ9rK,0.918,0.667,194173,0.143,0.000273,2,0.123,-14.784,1,0.0338,101.052,4,0.204
3142922,0.678952181743,-2.33360415255,Laura Marling,Your Only Doll (Dora),4yolUSLD5blUiQNV2HmsAD,0.815,0.328,436707,0.177,8.38e-06,8,0.122,-17.45,1,0.075,150.873,3,0.353
3143190,1.0719011311700002,0.8468301807240001,Fish,Cliche,53c4gcV0FBKxo9HHAxrK9s,0.0528,0.516,430133,0.541,0.00931,7,0.0953,-8.211,0,0.0318,127.137,4,0.196
3143780,1.5412568207600001,1.70416465317,Mud,Crazy,1oqWfWTXw0e8GFyrYn1r4o,0.584,0.691,246400,0.49,0.0,3,0.105,-6.837,1,0.027,112.422,3,0.274
3143788,1.5412568207600001,1.70416465317,Mud,The Secrets That You Keep,49uuJVqSEapDjJ3pv42heF,0.37,0.68,191173,0.4,0.00124,9,0.13,-13.677,1,0.106,137.718,4,0.678
3144815,-0.308877816114,-0.10269079413799999,Doves,Darker,7IJsXawsFrWU7KC4Kr7lQy,9.41e-05,0.379,351653,0.753,0.404,11,0.112,-8.508,0,0.0311,94.713,4,0.156
3145089,0.449731961246,-2.0754819457900004,Ron Carter,Someday My Prince Will Come,7Gf3AdNSUp0cKs95rllAfF,0.584,0.548,405613,0.18,0.796,5,0.0858,-20.629,0,0.0354,131.425,3,0.291
3145167,1.0719011311700002,0.8468301807240001,Richard Hawley,Valentine,3MoNwiPkdW4zYx7r8PWISf,0.0643,0.426,267240,0.389,0.0092,2,0.117,-11.076,1,0.0261,83.967,4,0.213
3145168,-0.726386074877,-0.563623306207,Richard Hawley,Roll River Roll,4ctkPaN9syLEFKgoCDWKqQ,0.829,0.436,310947,0.25,0.357,7,0.0876,-17.263,0,0.0255,175.983,3,0.422
3145170,-0.372550099587,0.169771535222,Richard Hawley,Tonight,68UGKNGREtwsO7fDRwftZ2,0.00142,0.532,222507,0.686,0.0,5,0.144,-9.041,1,0.0278,132.031,4,0.743
3145171,-0.287047318924,0.132384787017,Richard Hawley,Lady Solitude,3uC01DHmb9oGBqBdm2Mc8L,0.629,0.501,332253,0.215,0.0222,2,0.128,-18.072,1,0.0274,81.355,4,0.17
3145177,0.482477707031,-0.47143680379299996,Richard Hawley,The Sun Refused To Shine,6TeuBqMrYt0KZ7gp1rCiD8,0.823,0.255,296787,0.278,0.536,2,0.106,-18.973,1,0.035,178.082,4,0.289
3145320,-1.8179109343900002,0.5933172990860001,Dead Poetic,Long Forgotten,01TkPibzV3zmYjkuGhBZXJ,1.43e-05,0.425,200413,0.967,2.24e-06,5,0.0746,-4.567,0,0.126,178.072,4,0.701
3145568,-0.869193910665,0.5088130052040001,Lady Antebellum,Love Don't Live Here,16vNQhg2y5RDkkNaQExLTL,0.0625,0.653,230400,0.871,3.52e-06,1,0.144,-3.83,1,0.0315,139.937,4,0.62
