dzr_sng_id,MSD_sng_id,MSD_track_id,sp_track_id,artist_name,track_name,valence,arousal,sp_acousticness,sp_danceability,sp_duration_ms,sp_energy,sp_instrumentalness,sp_key,sp_liveness,sp_loudness,sp_mode,sp_speechiness,sp_tempo,sp_time_sig,sp_valence,sp_popularity,sp_explicit
16928180,SOZFKSW12A8C13634D,TRIWOBB128F425D5BB,2OpSjm3ZtF7RxZCUhJCjg4,Laura Marling,Night Terror,-0.801883211,0.18923313,0.123,0.47,189360,0.378,3.96E-06,4,0.582,-7.436,0,0.0367,149.414,4,0.519,30,FALSE
16956703,SOHZRHI12AB0180C86,TRMXPHI128F930B49E,4ncVlM6QOCVCzqk35GV9Mw,Evergrey,Madness caught another victim,-1.040199472,-0.065816193,0.796,0.39,179840,0.367,0,6,0.0964,-9.852,0,0.0296,99.833,4,0.555,15,FALSE
16956770,SOOVTTL12AB017BB5C,TRDMTKT128F930B497,3wTXk2XBmIU7mKodW1FWnI,Evergrey,Blinded,-1.056572345,0.736206378,6.64E-05,0.427,274760,0.95,0.00156,0,0.128,-7.815,1,0.174,104.997,3,0.203,21,FALSE
16956771,SOUVZOJ12AB0180C73,TRRFBVD128F930B49B,2XpS8CSthLNajiuvydxCQo,Evergrey,Fragments,-1.323995935,-0.622008091,0.00168,0.0996,337533,0.853,0.0418,2,0.222,-7.894,0,0.0592,177.038,3,0.418,14,FALSE
16958075,SOCGSTM12A8C145C65,TRYGNTC128F92EC26D,16FSoopXm17boCYixgX2Hh,Kreator,Dystopia,-0.854640246,0.717769077,0.000126,0.556,221027,0.954,0.585,10,0.303,-5.568,1,0.058,111,4,0.573,27,FALSE
16958671,SOGCDOR12AB017CCEE,TRUMPGT128F930B8F8,4gjjQICsQaMOQZlCDDx8Hs,Freedom Call,Flame in the Night,0.766274171,-2.112356547,0.0371,0.454,295733,0.909,0,11,0.137,-4.33,1,0.0445,139.98,4,0.352,25,FALSE
16960120,SOEQJRE12A8C1443DD,TRWPKVX128F92EC1D8,,Tristania,Libre,-1.400402676,1.538228949,,,,,,,,,,,,,,,
16960121,SODDGYD12A8C1443E9,TRHGXRV128F92EC1DC,,Tristania,Equilibrium,-0.68272508,0.316757792,,,,,,,,,,,,,,,
16960123,SOKTAYV12A8C144421,TRUXRER128F92EC1EA,,Tristania,Cure,-1.056572345,0.736206378,,,,,,,,,,,,,,,
16960124,SOQDNFX12A8C144436,TRJZZOO128F92EC1F0,,Tristania,Circus,-0.308877816,-0.102690794,,,,,,,,,,,,,,,
16960125,SOBFZJI12A8C14444D,TRPOHSH128F92EC1F5,,Tristania,Shadowman,-1.175275673,0.378983681,,,,,,,,,,,,,,,
16960135,SOSLKFK12AB017F082,TRRNFBG128F930A8B4,5pbfeYYlOzqLgdsvx1d6p3,Freedom Call,Hero Nation,1.541256821,1.704164653,0.0926,0.524,296267,0.884,1.19E-06,3,0.31,-4.774,0,0.0538,117.047,4,0.517,16,FALSE
16960137,SOXDPJH12AB017F088,TREXBKB128F930A8B8,67q3AUOY2wwjlGS30qJqqF,Freedom Call,Starchild,1.541256821,1.704164653,0.0763,0.395,313360,0.983,3.91E-06,5,0.355,-4.193,0,0.218,146.931,4,0.124,12,FALSE
16960253,SOGNNRG12AB018777F,TRDWBGK128F933EBCF,2hI7m5uEXNAynHqYvq0FCI,Blackmore's Night,Windmills,-1.487724664,-0.360813001,0.857,0.451,205040,0.366,0,9,0.139,-10.241,0,0.0314,83.586,3,0.375,19,FALSE
16960342,SOBFKDR12AB0183D74,TREJCMT128F930BB32,,Tristania,Down,-1.040199472,-0.065816193,,,,,,,,,,,,,,,
16961263,SOSCUNI12AB0180F5A,TRDHHYI128F930D399,3A4gI48P0SrKg6SgPtvjVH,Sodom,Nuclear Winter,-1.345826433,1.372293244,0.000347,0.2,323733,0.874,0.681,0,0.141,-17.456,1,0.045,96.949,4,0.229,38,FALSE
16962082,SODOXAG12AB018115A,TRDFVVY128F930C9DE,6XgIGoVqWJnl1m3A6wUxpk,Moonspell,Night eternal,-0.308877816,-0.102690794,3.40E-06,0.339,260507,0.952,0.785,11,0.291,-6.084,0,0.0591,170.127,4,0.42,29,FALSE
16962122,SOVMGKZ12AB0181168,TRXWGDS128F930C9E1,3PIrvCm8QkqZJSjoaZR8Jv,Moonspell,Shadow sun,-0.68272508,0.316757792,8.28E-05,0.39,262880,0.776,0.776,7,0.108,-8.61,1,0.0377,160.074,1,0.215,22,FALSE
16965414,SORGFWN12AB017C825,TRKOCFC128F930B751,4cbPOqX2lkJu7vZDY84JyL,Axel Rudi Pell,Ashes from the Oath,0.678952182,-2.333604153,0.0058,0.322,576707,0.714,0.000579,1,0.0814,-7.228,0,0.0385,160.21,4,0.327,16,FALSE
16965418,SOSDMDP12AB017C85E,TRIEZZJ128F930B763,4HGngYU1Mm9p908UwcEd8y,Axel Rudi Pell,Silent Angel,0.678952182,-2.333604153,0.148,0.573,316733,0.42,0,11,0.0593,-8.936,1,0.0259,137.917,4,0.245,28,FALSE
16965538,SOGQBQO12AB017F491,TRNIZZX128F930A82D,3tidmsDdUJBVZkP2GfC6sH,Axel Rudi Pell,The Temple Of The Holy,0.678952182,-2.333604153,0.748,0.651,462533,0.381,0.000365,5,0.171,-8.856,0,0.0281,132.046,4,0.144,25,FALSE
16998650,SOWQOXN12A58A7B89D,TRFRVAO128F149C306,1YIaiS1dXCHJHMjYEuCAvG,Robert Earl Keen,Goin' Nowhere Blues,-1.056572345,0.736206378,0.585,0.475,287667,0.535,0.000621,0,0.119,-9.167,1,0.0266,161.98,4,0.516,9,FALSE
16999129,SOBFEDK12A8C13BB25,TRHGJRP128F426C46E,0bi0DbfYUJ6JjmOrWVhRmz,Neko Case,Hex,-1.318538311,0.957453984,0.751,0.405,286347,0.316,0,0,0.712,-8.908,1,0.0345,82.126,4,0.166,23,FALSE
17014649,SOEXMSL12A6BD4F9B3,TRQLCBM128F92DC640,3Sbnhrpec0ULbeWBsA6GS6,Madness,Baggy Trousers,1.178324805,1.183310915,0.143,0.64,167173,0.887,0,0,0.336,-5.204,0,0.0368,144.546,4,0.94,34,FALSE
17016759,SOAKLOQ12A8C141BC2,TRZCWPY128F92F9993,5zEdEx6ZenjF9Rtos9oMsT,Duke Special,Freewheel,0.678952182,-2.333604153,0.35,0.532,280787,0.622,0.000464,4,0.236,-8.679,1,0.0276,138.026,4,0.645,30,FALSE
17126375,SOUUNYT12AB0184F40,TRBCGRI128F93355E9,10Iq0nIrwzWSe9sxhWxcEN,Teenage Fanclub,It's All In My Mind,-1.935249857,-0.655809809,0.0355,0.677,221427,0.849,0.236,5,0.134,-7.607,1,0.0302,122.07,4,0.925,14,FALSE
17127517,SOJMMRG12A8C1396EE,TRZHQRD128F428B17F,4g3C14wyt2qz5harDvVGXu,The Clientele,(I Can't Seem To) Make You Mine,0.292825263,-0.563623306,0.391,0.31,218853,0.388,0.0531,4,0.115,-11.306,1,0.0299,171.2,4,0.358,29,FALSE
17127716,SOHFZIH12A8C13C980,TRKYJQP128F92CC56C,0EioI2vnyTBc7B3rrrNDoB,Shout Out Louds,Tonight I Have To Leave It,1.541256821,1.704164653,0.0311,0.583,213707,0.948,0.000116,9,0.11,-2.986,1,0.0903,136.102,4,0.481,26,FALSE
17127722,SORBUXC12A8C13C9B3,TRPHOWP128F92CC572,6MVDN8BwRKqWyvSHnJHcpi,Shout Out Louds,Normandie,0.02949489,0.192306014,0.0773,0.665,202973,0.919,0.00035,5,0.0915,-4.707,1,0.098,180.289,4,0.897,21,FALSE
17127875,SOFUPQH12AB0189ABC,TRAXFFL12903CF7C22,7cgQlPVe2km50oQNagseTR,Caribou,Found Out,-1.935249857,-0.655809809,0.145,0.457,198949,0.829,1.50E-05,0,0.0812,-7.285,1,0.166,113.992,4,0.192,33,FALSE
17150507,SOWUXAM12A58A7C66B,TRFUFJU128F92FB232,7G83ZwD2msTtFaBQExc8QB,Suicidal Tendencies,Institutionalized,-1.725131321,1.381511895,0.0404,0.358,229960,0.804,0,0,0.111,-8.534,1,0.302,91.842,3,0.625,59,FALSE
17153991,SOCUTZR12A8C13D26D,TRNWAEF128F429CD76,2AOOHaVWHJdvgnzSAXohxw,Common Rider,Rough Redemption,1.541256821,1.704164653,0.0141,0.831,150747,0.524,1.18E-05,10,0.131,-8.301,0,0.0813,98.722,4,0.877,20,FALSE
17180345,SOBRVPY12A8C135445,TRCPTBQ128F9309E34,3pemdzX8alLSuVViPAhu3R,Jamie Lidell,Wait For Me,1.541256821,1.704164653,0.264,0.569,203480,0.571,0,0,0.0871,-6.431,1,0.045,155.914,4,0.75,27,FALSE
17180479,SOGKEWN12A8AE46BB5,TRDWHEL128F42289F6,24sIsDQLkTfW7Q8GI8OGCj,Eva Cassidy & Katie Melua,What A Wonderful World,-0.196996518,0.524177422,0.309,0.76,261421,0.197,0.817,2,0.0833,-15.952,1,0.0927,152.052,3,0.428,0,FALSE
17390736,SOIKTWI12AB017DB72,TRQENGC128F933AA33,5YqpHuXpFjDVZ7tY1ClFll,José Gonzalez,Heartbeats,-0.421668718,-0.886276065,0.977,0.589,161680,0.177,0.714,3,0.0958,-14.891,1,0.0325,88.409,4,0.311,64,FALSE
17390839,SOWCIDS12A67ADA498,TRABQGZ128F14974A3,2U5pSg0HB8y2m2m6p7M6gu,Findlay Brown,Come Home,0.373325221,-0.923150666,0.611,0.308,184667,0.277,0.0921,8,0.102,-10.562,1,0.0364,82.077,4,0.129,14,FALSE
17391001,SORFYEJ12B0B8084C4,TRPYPOC128F42A6B5B,3BupeGt0CrJkPgG3dOJDg2,José González,Killing For Love,0.90999161,0.481157054,0.016,0.726,212453,0.601,5.51E-05,0,0.464,-5.571,0,0.147,111.027,4,0.596,44,FALSE
17391003,SOBPIWU12A8C140225,TRSLKBR128F42A6B5D,02C433ZVoi5cPFOSEKKzUX,José González,Teardrop,-0.914674113,-0.227142572,0.465,0.513,213173,0.559,0.454,7,0.11,-6.593,1,0.0366,74.216,4,0.105,36,FALSE
17391007,SOLQTBU12AB018191B,TRDVCNH128F42A6B61,1h1nr0Nn5diE5S7PRUvjjc,José González,Fold,0.526138701,-1.628377409,0.774,0.543,174773,0.337,0.716,4,0.103,-10.993,1,0.0426,122.361,4,0.216,29,FALSE
17410250,SOEIIZF12AB0184E3F,TRFFUFZ128F933E02E,,Von Hertzen Brothers,Kiss A Wish,0.373325221,-0.923150666,,,,,,,,,,,,,,,
17419350,SODJICN12A67020915,TRYCGAS128E078E978,4vKKyZ3AaaP1WzdayW0Koo,3 Doors Down,I Feel You,-1.056572345,0.736206378,0.00206,0.473,247173,0.863,6.71E-06,2,0.271,-5.837,1,0.0365,152.165,4,0.452,40,FALSE
17419354,SOSMURO12A8C13BBFE,TRACUEE128F427EA05,3TEAWiw3w0IAsoj4p3tJ7x,3 Doors Down,Sarah Yellin',-1.267600484,1.21557619,0.000105,0.521,197907,0.873,2.68E-06,11,0.308,-5.206,1,0.0358,123.969,4,0.432,35,FALSE
17422297,SOOJJCE12AC46895D6,TRIEBOF12903D024EA,6HNyvhYh4qm9FXMju5TSpl,Dave Hollister,I'm Sorry,1.071901131,0.846830181,0.159,0.688,233987,0.466,1.16E-05,0,0.116,-10.466,0,0.058,121.984,4,0.496,20,FALSE
17434499,SOMNITG12AB0186286,TRGKQKY128F930B1E7,14WY9PjqIwABQF6BE386cz,Gotye,Hearts A Mess,-0.867374703,-0.548258889,0.0701,0.789,365440,0.524,0.262,5,0.193,-9.542,0,0.0368,125.023,4,0.538,47,FALSE
17434506,SOKJNPR12A58A7D947,TRPIWZI128F92FFAAC,3KMKJc0XZCYZnYdgZqBzqp,Gotye,Night Drive,0.373325221,-0.923150666,0.2,0.366,300907,0.728,0.699,2,0.0904,-7.731,1,0.0501,86.641,1,0.491,24,FALSE
17440245,SOGJAOP12A6D4F74D4,TRLAWDB128F14676AF,4qORlQRNM3ovZlCZYeB27P,Lifehouse,Quasimodo,-1.553216156,0.390506994,0.00138,0.286,272400,0.784,0,0,0.129,-4.347,1,0.0353,170.554,4,0.506,27,FALSE
17441026,SOPWSPF12A67021505,TRKTBBC128E07930A2,39z3dYF7U7CPvaVBTB5MNz,Sting,When The Angels Fall,-1.040199472,-0.065816193,0.347,0.526,468507,0.275,0.0458,7,0.0903,-17.494,1,0.0293,107.165,4,0.0697,31,FALSE
17444577,SOACKJC12AB0187A3C,TRUGUEB128F9341C32,2WNNMbA9vD52uU3N0iNBfc,Martina McBride,I Love You,1.306578976,1.275497417,0.0338,0.687,172293,0.586,0,0,0.132,-5.991,1,0.0254,106.754,4,0.732,36,FALSE
17458304,SOGTGGQ12A81C21656,TRKPBDW128F422B90E,6qqZ3ZyjCrXNdrRB17qX5k,Josh Turner,Firecracker,0.94364696,0.754643678,0.0791,0.441,208787,0.966,0.000509,1,0.0839,-5.887,0,0.092,174.576,3,0.754,51,FALSE
17458326,SOCERDB12AB017E7FC,TRODZPY128F92F6FEE,5S0cvScXb33JVpjTiY9Ivi,Avant,Separated,-1.310351875,-0.22483791,0.247,0.798,255600,0.48,0,0,0.237,-5.564,1,0.0276,108.241,4,0.643,54,FALSE
17458328,SOPXPEA12AF729DB9F,TRZAURB128F42A6AD3,5rI62NPoTQ1qxvqbgUy2sN,Avant,Don't Take Your Love Away,1.071901131,0.846830181,0.382,0.451,278947,0.523,0,7,0.0752,-5.53,1,0.0905,186.056,3,0.393,40,FALSE
17458332,SOJRZXR12A58A79553,TRRLFIN128EF34360F,3g6SuyjGaGyAXmjvdNI1IU,Avant,4 Minutes,-0.558564128,0.150822088,0.0942,0.828,240320,0.6,0,10,0.126,-5.429,1,0.162,119.969,4,0.655,47,FALSE
17461733,SOBJKHY12A67020041,TRFMSJY128E079295D,6Xsk1LAa2COyWSCJtWs3nK,Days Of The New,Whimsical,-1.842470244,0.04480761,0.0298,0.31,361467,0.65,0.000179,10,0.382,-9.041,0,0.0298,84.591,4,0.402,32,FALSE
17461830,SOLBXJC12A81C231D0,TRGTKSR128F4222CD7,5yA7AoyGWSUoxALn0RxCfb,Days Of The New,Die Born,-1.187555328,0.846830181,0.0807,0.516,236573,0.703,0,6,0.0912,-7.061,1,0.0272,149.915,4,0.471,39,FALSE
17479889,SOHLMLU127BB0A7A10,TRHPYCA12903CB15F3,64Ny7djQ6rNJspquof2KoX,Elvis Presley,Hound Dog,0.815392789,0.662457176,0.733,0.357,136027,0.756,0.00505,0,0.76,-8.492,1,0.0621,174.797,4,0.95,70,FALSE
17563241,SOERNOW12A6D4FB758,TRFUNYW128F424A557,6orJD5qCHyvRFXaoj34sB9,Les Savy Fav,What Would Wolves Do?,0.815392789,0.662457176,0.000232,0.415,176827,0.941,0.186,7,0.0996,-4.642,1,0.0601,160.067,4,0.425,28,FALSE
17563273,SOVLYIY12AB01867B0,TRMVSOR128F93298FB,6VWcaxpiMPEwxdcX0IzYkU,The Cribs,Martell,1.178324805,1.183310915,0.0125,0.497,177720,0.673,3.44E-05,6,0.37,-3.932,0,0.0296,136.573,4,0.774,17,FALSE
17563277,SOESAQM12AB01867D4,TRAJLUB128F9329904,1ecYfCsHqVZcoXUeMeQXSa,The Cribs,The New Fellas,0.815392789,0.662457176,0.000262,0.319,218200,0.962,1.92E-05,4,0.119,-3.376,1,0.0594,160.38,4,0.701,31,FALSE
17563394,SONAJNQ12A8C13F29E,TROHRZQ128F93299E8,1NbvlNfonCoqL0uUhlpNvC,The Cribs,Women's Needs,0.002206769,-0.231751898,0.000994,0.379,273920,0.899,0.0124,7,0.139,-2.718,1,0.0684,129.406,4,0.55,17,FALSE
17601902,SONCYYH12AB017E408,TRLBEMU128F92FCDC5,6IC6VhpV7D8T1t037Atqpu,Joe Nichols,Tequila Makes Her Clothes Fall Off,0.815392789,0.662457176,0.129,0.664,187053,0.706,1.06E-06,2,0.0857,-7.045,1,0.027,93.968,4,0.681,66,FALSE
17601903,SONGYMA12A6D4F8A32,TRTGKUX128F1459D78,0WB48shl2wAH4KqyQkQ8nJ,Joe Nichols,Brokenheartsville,-1.09805029,0.148056492,0.126,0.686,230360,0.631,0.000183,10,0.107,-5.182,1,0.0232,103.953,4,0.509,57,FALSE
17604594,SOOZJTL12D021B247A,TRTVPFU128F92F4668,0XLi6bfuoUjcSn7dfJQbs4,Enrique Iglesias,You Rock Me,1.071901131,0.846830181,0.00357,0.714,223720,0.772,0.0131,7,0.0642,-3.324,1,0.104,124.025,4,0.599,19,FALSE
17604797,SOQDYVZ12D021B40D7,TRCOGNZ128F42889F8,20a2Sdul23BOafd2X37Dlv,Jackson 5,Mama's Pearl,1.541256821,1.704164653,0.359,0.634,187133,0.819,4.98E-06,5,0.18,-6.786,0,0.048,104.517,4,0.931,37,FALSE
17605829,SOLBMRA12A6701DE3C,TRZEOXA128E07924C3,5Du2phUl6xgBbDhKmo1dBi,Enrique Iglesias,You're My #1,1.071901131,0.846830181,0.59,0.544,269893,0.676,0,8,0.113,-5.107,1,0.0377,76.723,3,0.298,25,FALSE
17606100,SOEFLLL12AF72A15EA,TRCACEF128F42434D7,1WtTLtofvcjQM3sXSMkDdX,Ludacris,Ho,-0.308877816,-0.102690794,0.00248,0.785,201587,0.498,1.23E-06,1,0.224,-6.977,1,0.0533,143.96,4,0.418,62,TRUE
17606211,SOKOXAF12AF72AB794,TRIMFNZ128F4263C51,6Ppu6dX9mgTwARDMdszADh,Kelly Price,So Sweet,0.373325221,-0.923150666,0.361,0.492,287467,0.415,0,4,0.586,-8.655,0,0.0697,89.231,3,0.228,18,FALSE
17606736,SOVOMAY12A8C132453,TRPWEWO128F424F0D2,33N6Xypk0r08a0JZSp9WR7,Colbie Caillat,Dreams Collide,0.678952182,-2.333604153,0.077,0.516,241169,0.39,0.862,2,0.11,-15.155,1,0.0286,135.918,4,0.0475,0,FALSE
17606889,SOXKRVO12A8C140C3B,TRHYFHF128F93021C3,6xxJ9zOUEAxv8vZiJogjld,Mariah Carey,Last Kiss,0.474291271,-0.632763183,0.122,0.799,216307,0.572,0,7,0.348,-6.367,1,0.0326,130.032,4,0.749,36,FALSE
17606891,SODCRAR12A8C140C43,TRNHZQB128F428E8A3,2ipjlcELuGlRt2PdJXhg6K,Mariah Carey,For The Record,-0.634516066,0.041734726,0.31,0.704,206307,0.68,0,5,0.183,-5.029,1,0.0439,154.085,4,0.802,37,FALSE
17607481,SOBPAWP12A8C144CD7,TRHFZFH128F92D65AC,2jQToPJck687gH7Pc6f2ac,Keri Hilson,Tell Him The Truth,-1.220301074,0.644019875,0.265,0.434,288427,0.587,0,7,0.0928,-7.544,0,0.0801,123.082,4,0.538,34,FALSE
17607577,SOFUFAD12A58A7C7C9,TREMJJA128F9311B2A,2tok19xM2tiPffZtllhPdC,LMFAO,Scream My Name,1.541256821,1.704164653,0.0072,0.562,258907,0.685,0,5,0.268,-6.533,0,0.0445,126.02,4,0.291,32,FALSE
17608009,SOBQWSQ12D021B314A,TRPMYAS128F92F99F1,64WV3iTiJgamysCcyRCzwV,La Roux,As If By Magic,0.373325221,-0.923150666,0.04,0.731,231893,0.721,5.73E-05,0,0.0937,-4.612,1,0.0307,131.039,4,0.893,29,FALSE
17609384,SOAPMUI12AB018468F,TRZJTEE128E078F51D,3X3XuCPTC95ARm9SguWsIa,Mary J. Blige,Sweet Thing,1.071901131,0.846830181,0.343,0.69,225333,0.651,9.56E-05,9,0.178,-7.86,1,0.101,79.305,4,0.691,55,FALSE
17609422,SOBWIVG12A6D4F8EBF,TRUHGAC128F1492AC4,0I5mUa3CZPcsrWwlUmTWkV,Mary J. Blige,I'm Goin' Down,-0.188810082,-0.895494715,0.737,0.572,222333,0.324,0,0,0.124,-9.297,1,0.0512,94.048,3,0.234,53,FALSE
17610473,SOIVVME12D021900D2,TRTNKIL128F92E361A,43z33yJDu1dCyE50sPzErp,Reba McEntire,The Greatest Man I Never Knew,-0.431674363,0.095510186,0.766,0.521,194040,0.243,0,1,0.0963,-13.154,1,0.0265,85.11,4,0.236,45,FALSE
17610485,SOVYBWX12AB0186749,TRPDVFF128F92E362C,5hc4uC9JxovPgPF3xRHUEV,Reba McEntire,What Do You Say,-1.935249857,-0.655809809,0.141,0.461,209933,0.413,0,8,0.1,-12.555,1,0.0432,171.186,4,0.368,37,FALSE
17610664,SOGYJMP12AB01832FE,TRRPTOL128F9322551,5OJq4FL6baRzPr0MXuVZHz,Nelly Furtado,Wait For You,0.737166841,0.730060611,0.115,0.644,311040,0.917,0.104,4,0.343,-3.923,0,0.0624,154.007,4,0.694,29,FALSE
17611031,SOMSVRQ12AF72A9BFC,TRHQWFY128F9342A59,6m6WAwH7v59fGJQz2luaXN,Michael Jackson,In Our Small Way,0.373325221,-0.923150666,0.508,0.299,221933,0.477,0,4,0.156,-8.571,1,0.0281,180.979,4,0.581,22,FALSE
17613285,SOFUSBN12AF72A3C5C,TRFDCYJ128E0793EAD,43Qr1YBCY3vSVCvZuR0PCb,Weezer,Why Bother?,-0.223375035,1.025057419,0.0309,0.55,128400,0.965,0,3,0.11,-3.819,1,0.0679,140.344,4,0.601,47,FALSE
17613430,SOAYXWO12A8C143A0E,TRRQGYP128F92ED217,4n4J3V1gG95ZlDjFHUAech,Melanie Fiona,Johnny,-0.101488093,1.519791648,0.00968,0.588,222187,0.881,0,8,0.097,-4.223,1,0.203,108.234,4,0.883,19,FALSE
17615653,SOYTEGJ12A58A7AF23,TRUGPWC128F9349C50,14BDMyG7cOxPUdQsNjFQs3,Marcus Miller,Moonlight Sonata,0.373325221,-0.923150666,0.506,0.584,458013,0.41,0.439,1,0.0731,-9.295,0,0.0398,131.577,3,0.324,4,FALSE
17615659,SOUQNVE12AB0184FA3,TRZHFSH128F9349C5E,4Uaj9aUwLO18WZJAKIeQgP,Marcus Miller,Sophisticated Lady,0.373325221,-0.923150666,0.788,0.465,323147,0.332,0.589,8,0.0818,-12.28,1,0.0402,114.965,4,0.15,2,FALSE
17633080,SOROROU12D02193476,TRAHZAG128EF340637,2p2093KUJeMqiHfeK7wCK6,Ella Fitzgerald,In The Still Of The Night,-1.935249857,-0.655809809,0.601,0.286,159960,0.145,1.30E-05,0,0.101,-17.956,1,0.0358,125.364,4,0.26,32,FALSE
17633160,SOLHFFT12AB0187E58,TRXUFPQ12903CD18D3,3ryVLYJeFNIfCdEWMgY9gQ,Elvis Costello & The Attractions,Little Triggers,0.678952182,-2.333604153,0.212,0.473,163640,0.521,4.08E-05,5,0.0749,-8.046,1,0.0489,156.263,3,0.233,32,FALSE
17633342,SOYYRIR12A6701E9A7,TRBPLOJ128E078EE4E,5wVkrSq1U9mkmtDWYKGaSd,Blink-182,Wasting Time,-1.056572345,0.736206378,9.06E-05,0.407,169373,0.925,0.00624,9,0.0538,-7.643,1,0.0514,114.378,4,0.762,43,FALSE
17634257,SOCUICM12A6D4FBED0,TREIOVX128F14A422A,3lWpQD3tUOaSKOJczeWqVS,Diana Krall,I Don't Know Enough About You,0.427901464,-0.697293735,0.913,0.724,242467,0.14,0.00042,7,0.103,-15.975,1,0.0844,121.314,4,0.344,18,FALSE
17634278,SOJVNTP12A6D4FBECD,TRWXWLI128F14A4226,4WYNqpf8OrO5jSMCjF69DO,Diana Krall,Do It Again,0.01585083,0.390506994,0.921,0.608,173293,0.196,0.000511,8,0.079,-12.742,1,0.0352,96.57,4,0.299,43,FALSE
17634799,SOBHMUS12AF72A1C1F,TRZWOBY128E079124D,775CezXBSuOH2cO58S7RIe,Carpenters,Piano Picker,0.482477707,-0.471436804,0.737,0.511,121827,0.291,0,2,0.235,-12.631,0,0.0504,142.959,4,0.752,28,FALSE
17644937,SOYFSCT12AB01877D4,TRDZOTL12903D0DE92,6cfpIgl2cG1x15SaK4nE0y,White Rabbits,The Lady Vanishes,-1.487724664,-0.360813001,0.0288,0.536,209747,0.654,0.000193,0,0.298,-6.238,0,0.0267,144.835,4,0.604,10,FALSE
17670000,SOFNYUS12A8C135F9F,TRMTURE128F4280AAD,1we6fKUZmxDbVxqs2n2qjw,Cary Brothers,Blue Eyes,-0.317973857,-0.399224044,0.282,0.635,259307,0.398,2.71E-06,4,0.086,-7.893,1,0.0262,112.329,3,0.398,46,FALSE
17679567,SOGRUAT12A67AD94D4,TRBJKLA128EF343637,3RvaJkMZ2iqKuLNHe2Mg4O,Beck,Farewell Ride,0.074975093,-0.492946988,0.523,0.693,258747,0.656,0.00259,0,0.258,-5.948,1,0.0308,81.488,4,0.532,34,FALSE
17679655,SOVKFAX12A6701FB85,TRIQPSI128E07899E9,1NrUc0f7QZBYqgjj6ExNMG,Common,Love is...,0.373325221,-0.923150666,0.313,0.749,250427,0.383,0,3,0.311,-12.722,0,0.394,90.13,4,0.698,42,TRUE
17679761,SOKTUOG12A8C135990,TRBCMVP128F4272637,59fvOCb7nwRhFONnkhtHrv,Chris Cornell,Ghosts,-1.285792565,-0.185658646,0.115,0.589,231507,0.803,0,7,0.0552,-4.52,1,0.037,121.891,4,0.475,20,FALSE
17680036,SORFAUX12B0B8076DC,TRWHUFA128E07912E6,5ep5GnoLIsp1KIiWQotTrH,Beck,Lord Only Knows,1.541256821,1.704164653,0.183,0.768,254667,0.673,0.00128,11,0.367,-6.896,1,0.0283,117.409,4,0.874,34,FALSE
17680123,SOPYXFH12A67ADA5A5,TRLZMVM128F92E6DD0,6wpz7aQOAk2plmGYrSr61H,Boyz II Men,Please Don't Go,0.373325221,-0.923150666,0.197,0.644,263960,0.663,0,6,0.302,-12.847,0,0.0454,135.622,4,0.743,52,FALSE
17680551,SOMCHRA12A8C141637,TRIQUUX128F4289FD4,4NtwoZQaUXX082YmRQ2qcN,Beck,Orphans,0.65166406,-0.161075579,0.0581,0.719,195133,0.604,0.771,0,0.0777,-7.362,1,0.0372,123.203,4,0.341,31,FALSE
17680613,SOWRMFQ12A6701E03C,TRHXHDL128E0791245,414NV7JLX8kGZKm61f9a3s,Carpenters,Hurting Each Other,0.01585083,0.390506994,0.68,0.288,238320,0.43,9.42E-06,9,0.39,-5.765,1,0.0318,95.721,4,0.142,48,FALSE
17680653,SOCIAFQ12AF72A154F,TRXQYIM128E0792816,7m8GPlBS9KybU2mmbWr5UV,Beck,End Of The Day,-1.040199472,-0.065816193,0.301,0.527,303067,0.38,0.00111,7,0.119,-11.053,1,0.0306,128.01,4,0.0712,39,FALSE
17681533,SOEFGVL12AB0181266,TREEJND128F933DB3F,3bRAGJHL8600SDmA8q8mT5,Boyz II Men,I Can't Make You Love Me,0.57525732,-0.3423757,0.541,0.589,313440,0.501,0,8,0.182,-8.362,1,0.0325,125.909,4,0.382,33,FALSE
17683943,SOKXYZF12A67021B57,TRNTMJN128F4264187,02UFwtmJ0ogLQWMx43Okuh,Lynyrd Skynyrd,Gimme Back My Bullets,-1.700572012,1.842444407,0.313,0.428,209800,0.682,1.34E-05,1,0.116,-10.862,1,0.0441,168.58,4,0.961,53,FALSE
17683950,SOCAABM12A6701DC74,TRQJZAY128E07898E4,2H9gkVbAVuuqpWFxjZOeUj,Lynyrd Skynyrd,Cry For The Bad Man,0.482477707,-0.471436804,0.044,0.62,289133,0.688,0.0097,7,0.112,-9.09,1,0.0539,122.986,4,0.832,44,FALSE
17684845,SOKJFGH12D02199E23,TRLMXNB128F92FAC5D,3irzlpFj1O2W4vlJvyGFpt,Lee Ann Womack,He Oughta Know That By Now,-1.744233006,1.335418644,0.25,0.659,223267,0.615,0,1,0.0811,-7.058,1,0.0247,103.428,4,0.383,23,FALSE
17687091,SOXRGBG12A8C1399A8,TRTKSDF128F4263101,2K1MhduqSRF4Q2agqEtnEh,Janet Jackson,Feedback,0.815392789,0.662457176,0.000341,0.846,218213,0.649,0,1,0.0623,-6.849,0,0.0534,114.976,4,0.496,44,FALSE
